Nombre,Juego,Entrega,Desde,Hasta,Dist. Estimada,Dist. Aceptada,Vel. Máx,Modalidad,Beneficio,Multas,Daños,Tiempo Real,Fecha,Distancia_Num
Mr_Gerzon,ATS,Wotr,Venture,Enterpriser,1 341 km,1 470 km,121 km/h,Real,29 378 $,0 $,0,3151,2026-09-11,1470
johan chiquiza,ATS,Estándar,Venture,Enterpriser,1 341 km,1 483 km,129 km/h,Real,29 378 $,700 $,0,3220,2026-09-11,1483
El puma (CT),ATS,Wotr,Venture,Enterpriser,1 341 km,1 470 km,120 km/h,Real,30 205 $,0 $,0,3113,2026-09-11,1470
miguel_gamer,ATS,Wotr,Venture,Enterpriser,1 341 km,1 470 km,127 km/h,Real,30 205 $,0 $,0,3165,2026-09-11,1470
Guardian777,ATS,Wotr,GPW,Lonestar Forwarding,341 km,342 km,107 km/h,Real,6 554 $,0 $,9,815,2026-09-11,342
Mr_Gerzon,ATS,Wotr,Lonestar Forwarding,Bushnell Farms,1 067 km,1 068 km,126 km/h,Real,47 722 $,0 $,0,1966,2026-09-11,1068
ReyMisterio,ATS,Wotr,Enterpriser,Tidbit,2 175 km,2 201 km,122 km/h,Real,41 335 $,0 $,1,4108,2026-09-11,2201
El puma (CT),ATS,Wotr,Enterpriser,Tidbit,2 175 km,2 199 km,124 km/h,Real,43 706 $,0 $,0,4161,2026-09-11,2199
Brayan Gamer,ATS,Wotr,Enterpriser,Tidbit,2 175 km,2 187 km,115 km/h,Real,43 706 $,0 $,0,4131,2026-09-11,2187
johan chiquiza,ATS,Wotr,Enterpriser,Tidbit,2 175 km,2 177 km,110 km/h,Real,42 726 $,0 $,0,4147,2026-09-11,2177
Mr_Gerzon,ATS,Wotr,Coastline Mining,WDS,938 km,942 km,121 km/h,Real,27 384 $,0 $,0,1783,2026-09-11,942
Guardian777,ATS,Wotr,Enterpriser,Tidbit,2 175 km,2 182 km,118 km/h,Real,0 $,0 $,27,4332,2026-09-11,2182
ReyMisterio,ATS,Wotr,Lumen auto,HMS Machinery,1 379 km,1 376 km,116 km/h,Real,19 369 $,0 $,0,2547,2026-09-11,1376
Mr_Gerzon,ATS,Wotr,Lumen auto,HMS Machinery,1 379 km,1 376 km,117 km/h,Real,15 274 $,0 $,0,2561,2026-09-11,1376
El puma (CT),ATS,Wotr,Lumen auto,HMS Machinery,1 379 km,1 375 km,109 km/h,Real,19 369 $,0 $,0,2540,2026-09-11,1375
johan chiquiza,ATS,Wotr,Lumen auto,HMS Machinery,1 379 km,1 376 km,110 km/h,Real,10 559 $,0 $,11,2658,2026-09-11,1376
miguel_gamer,ATS,Wotr,Global Mills,Starbridge,2 051 km,2 054 km,106 km/h,Real,80 422 $,0 $,0,4494,2026-09-11,2054
Mr_Gerzon,ATS,Wotr,Bitumen,Bitumen,2 004 km,2 005 km,116 km/h,Real,62 152 $,0 $,0,4187,2026-09-11,2005
El puma (CT),ATS,Wotr,Bitumen,Bitumen,2 004 km,2 004 km,106 km/h,Real,27 979 $,0 $,13,4210,2026-09-11,2004
miguel_gamer,ATS,Wotr,Bitumen,Bitumen,2 004 km,2 037 km,109 km/h,Real,34 398 $,0 $,11,4545,2026-09-11,2037
WAJOIK13,ATS,Wotr,Evergreen,Rail Export,2 926 km,3 291 km,117 km/h,Real,121 827 $,8 300 $,0,6056,2026-09-11,3291
WAJOIK13,ATS,Wotr,Rail Export,Rock Port,2 881 km,3 514 km,113 km/h,Real,113 640 $,3 500 $,0,6473,2026-09-11,3514
WAJOIK13,ATS,Wotr,Rock Port,HMS Machinery,3 011 km,3 034 km,124 km/h,Real,202 723 $,7 100 $,0,5710,2026-09-11,3034
El puma (CT),ATS,Wotr,Shop Town,Global Mills,1 240 km,1 170 km,120 km/h,Real,15 080 $,0 $,0,2725,2026-09-11,1170
WAJOIK13,ATS,Wotr,HMS Machinery,Coastline Mining,2 454 km,2 557 km,121 km/h,Real,110 507 $,7 700 $,0,4723,2026-09-11,2557
MUISCACOL,ATS,Wotr,Coastline Mining,Bitumen,686 km,691 km,128 km/h,Real,21 917 $,900 $,7,1850,2026-09-11,691
El puma (CT),ATS,Wotr,Global Mills,Rail Export,1 577 km,1 468 km,118 km/h,Real,50 334 $,0 $,0,3281,2026-09-11,1468
johan chiquiza,ATS,Wotr,Flavorfair,Tidbit,1 710 km,1 711 km,110 km/h,Real,60 633 $,0 $,0,3175,2026-09-11,1711
MUISCACOL,ATS,Wotr,Bitumen,HMS Machinery,240 km,241 km,105 km/h,Real,9 145 $,700 $,2,760,2026-09-11,241
WAJOIK13,ATS,Wotr,Coastline Mining,Central Civil Works,2 306 km,2 502 km,116 km/h,Real,145 150 $,7 440 $,0,4628,2026-09-11,2502
ReyMisterio,ATS,Wotr,Flavorfair,Tidbit,1 710 km,1 723 km,121 km/h,Real,56 370 $,0 $,2,3236,2026-09-11,1723
ReyMisterio,ATS,Wotr,X-Tech Machinery,Cedar Rapids Airfield,240 km,222 km,106 km/h,Real,4 907 $,0 $,2,585,2026-09-11,222
El puma (CT),ATS,Wotr,Rail Export,Shop Town,2 081 km,1 775 km,106 km/h,Real,71 499 $,0 $,0,4569,2026-09-11,1775
johan chiquiza,ATS,Wotr,Rail Export,Shop Town,2 081 km,1 782 km,110 km/h,Real,64 969 $,0 $,2,3980,2026-09-11,1782
ReyMisterio,ATS,Wotr,Shop Town,Bitumen,1 261 km,1 084 km,112 km/h,Real,4 381 $,0 $,0,2360,2026-09-11,1084
johan chiquiza,ATS,Wotr,Shop Town,Bitumen,1 261 km,1 085 km,111 km/h,Real,4 310 $,0 $,0,2423,2026-09-11,1085
El puma (CT),ATS,Wotr,Shop Town,Bitumen,1 261 km,1 083 km,112 km/h,Real,4 310 $,0 $,0,2426,2026-09-11,1083
Mr_Gerzon,ATS,Wotr,Peterbilt,MWM,3 172 km,2 521 km,106 km/h,Real,4 816 $,0 $,1,5592,2026-09-11,2521
WAJOIK13,ATS,Wotr,US Beverages & Bottling,Deepgrove,3 804 km,4 167 km,111 km/h,Real,101 867 $,8 040 $,0,7705,2026-09-11,4167
miguel_gamer,ATS,Estándar,Wallbert,Rail Export,949 km,931 km,111 km/h,Real,39 838 $,0 $,0,2656,2026-09-11,931
BlGFOOT,ATS,Wotr,Gallon Oil,NAMIQ,2 987 km,3 173 km,116 km/h,Real,15 047 $,0 $,0,5851,2026-09-11,3173
johan chiquiza,ATS,Wotr,SellGoods,SellGoods,2 133 km,2 496 km,129 km/h,Real,5 150 $,0 $,22,5834,2026-09-11,2496
Mr_Gerzon,ATS,Wotr,Coastline Mining,Buildmaster Manufacturing Co.,2 331 km,2 036 km,128 km/h,Real,47 403 $,0 $,0,4684,2026-09-11,2036
ReyMisterio,ATS,Wotr,Bitumen,NAMIQ,228 km,239 km,111 km/h,Real,5 308 $,0 $,0,539,2026-09-11,239
Mr_Gerzon,ATS,Wotr,Farmer's Barn,Port of Tacoma,2 512 km,2 349 km,111 km/h,Real,4 233 $,0 $,3,5223,2026-09-11,2349
WAJOIK13,ATS,Wotr,Lumen auto,Rock Port,4 152 km,5 114 km,115 km/h,Real,244 423 $,13 640 $,0,9643,2026-09-12,5114
Old_picotto,ATS,Wotr,Coastline Mining,Taylor Construction Group,2 888 km,2 904 km,113 km/h,Real,146 745 $,0 $,0,6493,2026-09-12,2904
johan chiquiza,ATS,Wotr,SellGoods,Enterpriser,1 924 km,2 183 km,118 km/h,Real,67 175 $,0 $,0,4871,2026-09-12,2183
Mr_Gerzon,ATS,Wotr,Port of Seattle,Bushnell Farms,528 km,520 km,116 km/h,Real,28 021 $,0 $,0,1423,2026-09-12,520
Mr_Gerzon,ATS,Wotr,SellGoods,Rail Export,655 km,656 km,106 km/h,Real,15 635 $,0 $,1,1530,2026-09-12,656
WAJOIK13,ATS,Wotr,Rock Port,Oakland Shippers,3 458 km,3 537 km,120 km/h,Real,126 584 $,8 940 $,0,6499,2026-09-12,3537
ReyMisterio,ATS,Wotr,Bitumen,Plaster & Sons,1 273 km,1 271 km,126 km/h,Real,22 768 $,0 $,0,2621,2026-09-12,1271
Mr_Gerzon,ATS,Wotr,Bitumen,Plaster & Sons,1 273 km,1 283 km,129 km/h,Real,22 149 $,0 $,0,2685,2026-09-12,1283
Brayan Gamer,ATS,Wotr,Bitumen,Plaster & Sons,1 273 km,1 272 km,115 km/h,Real,22 768 $,0 $,0,2782,2026-09-12,1272
johan chiquiza,ATS,Wotr,Bitumen,Plaster & Sons,1 273 km,1 272 km,131 km/h,Carrera,22 355 $,0 $,0,2752,2026-09-12,1272
ELLUCHOMB,ATS,Wotr,Bitumen,Plaster & Sons,1 273 km,1 278 km,125 km/h,Real,22 458 $,0 $,0,2749,2026-09-12,1278
El puma (CT),ATS,Wotr,Plaster & Sons,Venture,1 650 km,1 652 km,123 km/h,Real,33 956 $,0 $,0,3086,2026-09-12,1652
ReyMisterio,ATS,Wotr,Plaster & Sons,Venture,1 650 km,1 649 km,114 km/h,Real,34 574 $,0 $,0,3057,2026-09-12,1649
Brayan Gamer,ATS,Wotr,Plaster & Sons,Venture,1 650 km,1 650 km,115 km/h,Real,34 574 $,0 $,0,3170,2026-09-12,1650
johan chiquiza,ATS,Wotr,Plaster & Sons,Venture,1 650 km,1 644 km,124 km/h,Real,34 110 $,0 $,0,3196,2026-09-12,1644
Mr_Gerzon,ATS,Wotr,Plaster & Sons,Venture,1 650 km,1 651 km,123 km/h,Real,33 801 $,0 $,0,3247,2026-09-12,1651
miguel_gamer,ATS,Wotr,Plaster & Sons,Venture,1 650 km,1 654 km,114 km/h,Real,34 574 $,0 $,0,3261,2026-09-12,1654
ELLUCHOMB,ATS,Wotr,Plaster & Sons,Venture,1 650 km,1 689 km,121 km/h,Real,34 110 $,0 $,0,3576,2026-09-12,1689
WAJOIK13,ATS,Wotr,Oakland Shippers,Evergreen,2 782 km,2 776 km,124 km/h,Real,38 905 $,4 200 $,0,5278,2026-09-12,2776
Guardian777,ATS,Wotr,Azure,Plaster & Sons,1 152 km,1 195 km,114 km/h,Real,0 $,0 $,81,2615,2026-09-12,1195
ReyMisterio,ATS,Wotr,Starbridge,Deepgrove,1 466 km,1 462 km,123 km/h,Real,74 888 $,0 $,0,2705,2026-09-12,1462
Mr_Gerzon,ATS,Wotr,Starbridge,Deepgrove,1 466 km,1 466 km,125 km/h,Real,73 537 $,0 $,0,2747,2026-09-12,1466
Brayan Gamer,ATS,Wotr,Starbridge,Deepgrove,1 466 km,1 466 km,115 km/h,Real,66 259 $,0 $,2,2821,2026-09-12,1466
El puma (CT),ATS,Wotr,Starbridge,Deepgrove,1 466 km,1 468 km,107 km/h,Real,73 807 $,0 $,0,2737,2026-09-12,1468
miguel_gamer,ATS,Wotr,Starbridge,Deepgrove,1 466 km,1 469 km,123 km/h,Real,70 706 $,0 $,1,2783,2026-09-12,1469
johan chiquiza,ATS,Wotr,Starbridge,Deepgrove,1 466 km,1 469 km,125 km/h,Real,74 077 $,0 $,0,2856,2026-09-12,1469
{CL} Moises,ATS,Estándar,Port of SF,Eddy's,8 km,3 km,56 km/h,Real,138 121 $,140 $,0,131,2026-09-12,3
ELLUCHOMB,ATS,Wotr,Starbridge,Deepgrove,1 466 km,1 478 km,124 km/h,Real,13 832 $,0 $,20,2975,2026-09-12,1478
{CL} Moises,ATS,Estándar,Venture,Enterpriser,181 km,1 km,39 km/h,Real,5 376 628 $,0 $,0,46,2026-09-12,1
{CL} Moises,ATS,Wotr,Lumen auto,Bushnell Farms,387 km,383 km,123 km/h,Real,13 456 $,0 $,0,952,2026-09-12,383
Mr_Gerzon,ATS,Wotr,HMS Machinery,Rail Export,2 396 km,2 397 km,115 km/h,Real,32 297 $,0 $,0,4624,2026-09-12,2397
miguel_gamer,ATS,Wotr,HMS Machinery,Rail Export,2 396 km,2 400 km,120 km/h,Real,32 944 $,0 $,1,4745,2026-09-12,2400
miguel_gamer,ATS,Wotr,Rail Export,Eddy's,2 157 km,2 166 km,112 km/h,Real,83 350 $,0 $,0,4538,2026-09-12,2166
BlGFOOT,ATS,Wotr,Flavorfair,Apade,3 982 km,4 476 km,117 km/h,Real,9 041 $,0 $,0,8027,2026-09-12,4476
WAJOIK13,ATS,Wotr,Deepgrove,Galveston Port,4 028 km,5 014 km,122 km/h,Real,269 226 $,24 800 $,0,9924,2026-09-12,5014
BlGFOOT,ATS,Wotr,Wallbert,Equos Power Transport,3 711 km,4 602 km,121 km/h,Real,37 391 $,0 $,0,8343,2026-09-12,4602
WAJOIK13,ATS,Wotr,Galveston Port,Wallbert,2 602 km,2 601 km,114 km/h,Real,96 782 $,8 920 $,0,4869,2026-09-12,2601
WAJOIK13,ATS,Wotr,Wallbert,Elimax,2 251 km,2 500 km,110 km/h,Real,32 689 $,5 600 $,0,4729,2026-09-12,2500
ZayCruz,ATS,Wotr,Eddy's,MWM,2 288 km,2 278 km,106 km/h,Real,49 253 $,0 $,0,4413,2026-09-12,2278
BlGFOOT,ATS,Wotr,Peterbilt,Deepgrove,4 025 km,4 701 km,120 km/h,Real,9 526 $,0 $,0,8576,2026-09-12,4701
WAJOIK13,ATS,Wotr,Elimax,Starbridge,2 714 km,2 712 km,120 km/h,Real,105 294 $,7 400 $,0,4976,2026-09-12,2712
MUISCACOL,ATS,Wotr,Enterpriser,Coastline Mining,621 km,658 km,110 km/h,Real,16 804 $,900 $,0,1719,2026-09-12,658
WAJOIK13,ATS,Wotr,Starbridge,GARC,2 696 km,2 696 km,116 km/h,Real,98 823 $,3 500 $,0,4983,2026-09-12,2696
{CL} Moises,ATS,Wotr,Wallbert,Enterpriser,1 193 km,1 491 km,117 km/h,Real,9 602 $,0 $,0,3193,2026-09-12,1491
BlGFOOT,ATS,Wotr,Lumen auto,Corpus Christi Cargo Terminal,3 694 km,4 124 km,119 km/h,Real,43 652 $,0 $,0,7443,2026-09-12,4124
MUISCACOL,ATS,Wotr,Coastline Mining,Coastline Mining,649 km,811 km,127 km/h,Real,20 640 $,8 720 $,3,2628,2026-09-12,811
johan chiquiza,ATS,Wotr,HMS Machinery,Rail Export,2 396 km,2 401 km,122 km/h,Real,32 555 $,0 $,0,5089,2026-09-12,2401
{CL} Moises,ATS,Wotr,Elegrid,Plaster & Sons,1 083 km,1 084 km,124 km/h,Real,18 796 $,0 $,0,2007,2026-09-12,1084
WAJOIK13,ATS,Wotr,GARC,Gallon Oil,3 304 km,3 302 km,117 km/h,Real,249 488 $,11 900 $,0,6149,2026-09-12,3302
{CL} Moises,ATS,Wotr,Deepgrove,Starbridge,888 km,1 023 km,150 km/h,Carrera,14 697 $,0 $,0,1987,2026-09-12,1023
MUISCACOL,ATS,Wotr,Calimondo,HMS Machinery,494 km,618 km,106 km/h,Real,14 184 $,14 000 $,1,2402,2026-09-12,618
{CL} Moises,ATS,Wotr,AI Automotive,AI Automotive,1 125 km,1 406 km,129 km/h,Real,9 451 $,0 $,3,3088,2026-09-12,1406
ReyMisterio,ATS,Wotr,Fish Tail Food,Venture,3 420 km,3 991 km,123 km/h,Real,126 642 $,0 $,0,7301,2026-09-12,3991
BlGFOOT,ATS,Wotr,NAMIQ,Avalanche Steel,3 562 km,4 083 km,120 km/h,Real,96 653 $,0 $,0,7331,2026-09-12,4083
miguel_gamer,ATS,Wotr,Bitumen,American Lines,1 450 km,1 446 km,109 km/h,Real,37 207 $,0 $,4,2759,2026-09-12,1446
ReyMisterio,ATS,Wotr,Venture,Sunshine Crops,1 224 km,1 224 km,126 km/h,Real,38 014 $,0 $,5,2310,2026-09-12,1224
WAJOIK13,ATS,Wotr,HMS Machinery,Gulfica,4 210 km,5 088 km,113 km/h,Real,61 387 $,23 580 $,0,9535,2026-09-13,5088
johan chiquiza,ATS,Wotr,Fish Tail Food,Venture,3 420 km,4 001 km,114 km/h,Real,125 521 $,0 $,0,7449,2026-09-13,4001
ReyMisterio,ATS,Wotr,Sunshine Crops,LA Seaport,2 022 km,2 021 km,129 km/h,Real,62 017 $,0 $,0,3771,2026-09-13,2021
WAJOIK13,ATS,Wotr,Gulfica,SellGoods,2 273 km,2 538 km,114 km/h,Real,31 050 $,8 400 $,0,4676,2026-09-13,2538
Brayan Gamer,ATS,Wotr,HMS Machinery,Rail Export,2 396 km,2 404 km,115 km/h,Real,19 767 $,0 $,0,4731,2026-09-13,2404
ReyMisterio,ATS,Wotr,Golden Meadows,Grand Pastures,1 652 km,1 652 km,116 km/h,Real,102 814 $,0 $,0,3165,2026-09-13,1652
johan chiquiza,ATS,Wotr,Golden Meadows,Grand Pastures,1 652 km,1 650 km,112 km/h,Real,102 405 $,0 $,0,3233,2026-09-13,1650
Mr_Gerzon,ATS,Wotr,Chemso Ltd.,Page & Price Paper,2 722 km,2 959 km,129 km/h,Real,113 515 $,0 $,0,6194,2026-09-13,2959
Undertaker03,ATS,Wotr,Ultimus,Vortex,1 837 km,1 847 km,111 km/h,Real,19 652 $,0 $,0,3710,2026-09-13,1847
ReyMisterio,ATS,Wotr,Sunshine Crops,Sunshine Crops,1 075 km,1 076 km,123 km/h,Real,67 726 $,0 $,0,2357,2026-09-13,1076
Brayan Gamer,ATS,Wotr,Bushnell Farms,Sunshine Crops,2 227 km,2 228 km,110 km/h,Real,4 016 $,0 $,0,4203,2026-09-13,2228
ReyMisterio,ATS,Wotr,Farmer's Barn,Wallbert,276 km,277 km,108 km/h,Real,1 370 $,0 $,0,596,2026-09-13,277
johan chiquiza,ATS,Wotr,Grand Pastures,Rail Export,2 124 km,2 239 km,122 km/h,Real,136 255 $,0 $,0,4910,2026-09-13,2239
Brayan Gamer,ATS,Wotr,Sunshine Crops,Mon Coeur,366 km,366 km,107 km/h,Real,1 620 $,0 $,0,793,2026-09-13,366
Undertaker03,ATS,Wotr,Vortex,Lonestar Forwarding,1 103 km,1 101 km,114 km/h,Real,72 951 $,0 $,0,2232,2026-09-13,1101
WAJOIK13,ATS,Wotr,Shop Town,Page & Price Paper,3 683 km,4 119 km,118 km/h,Real,94 049 $,13 280 $,0,7761,2026-09-13,4119
ReyMisterio,ATS,Wotr,Kenworth,Kenworth,311 km,313 km,116 km/h,Real,20 848 $,0 $,0,688,2026-09-13,313
johan chiquiza,ATS,Wotr,Kenworth,Kenworth,311 km,313 km,115 km/h,Real,20 770 $,0 $,0,788,2026-09-13,313
Brayan Gamer,ATS,Wotr,Elimax,SellGoods,2 187 km,1 916 km,116 km/h,Real,78 948 $,0 $,13,4727,2026-09-13,1916
{CL} Moises,ATS,Estándar,Sunshine Crops,SellGoods,521 km,442 km,120 km/h,Real,2 086 $,0 $,0,1118,2026-09-13,442
Undertaker03,ATS,Wotr,Elimax,SellGoods,2 187 km,1 942 km,113 km/h,Real,59 233 $,0 $,16,4794,2026-09-13,1942
johan chiquiza,ATS,Wotr,Elimax,SellGoods,2 187 km,1 912 km,111 km/h,Real,150 413 $,0 $,2,4676,2026-09-13,1912
ReyMisterio,ATS,Wotr,Elimax,SellGoods,2 187 km,1 980 km,112 km/h,Real,122 447 $,0 $,6,4624,2026-09-13,1980
andres guerra,ATS,Estándar,bodegon,Bitumen,63 km,60 km,80 km/h,Real,646 $,0 $,0,1286,2026-09-13,60
Mr_Gerzon,ATS,Wotr,Page & Price Paper,US Beverages & Bottling,3 441 km,4 188 km,128 km/h,Real,38 481 $,0 $,0,8230,2026-09-13,4188
Mr_Gerzon,ATS,Wotr,Enterpriser,SellGoods,3 436 km,3 649 km,123 km/h,Real,116 420 $,0 $,2,8087,2026-09-13,3649
WAJOIK13,ATS,Wotr,Page & Price Paper,MWM,4 235 km,5 232 km,119 km/h,Real,157 133 $,16 120 $,0,9643,2026-09-13,5232
WAJOIK13,ATS,Wotr,MWM,GARC,1 674 km,1 668 km,115 km/h,Real,49 235 $,9 200 $,0,3086,2026-09-13,1668
WAJOIK13,ATS,Wotr,GARC,Syntetico,1 559 km,1 555 km,114 km/h,Real,60 933 $,6 040 $,0,2853,2026-09-13,1555
JotaRomero1604,ATS,Wotr,MWM,Taylor Construction Group,1 612 km,1 627 km,107 km/h,Real,36 278 $,0 $,2,3683,2026-09-13,1627
El puma (CT),ATS,Wotr,Enterpriser,GARC,2 463 km,2 463 km,110 km/h,Real,70 434 $,0 $,0,4756,2026-09-13,2463
WAJOIK13,ATS,Wotr,Syntetico,US Beverages & Bottling,2 551 km,2 551 km,113 km/h,Real,127 883 $,4 200 $,0,4769,2026-09-13,2551
Brayan Gamer,ATS,Wotr,Deepgrove,Waldens,1 636 km,1 637 km,115 km/h,Real,35 582 $,0 $,0,3102,2026-09-13,1637
ZayCruz,ATS,Wotr,Pickit,Avalanche Steel,2 906 km,2 916 km,105 km/h,Real,9 719 $,0 $,0,5791,2026-09-13,2916
MUISCACOL,ATS,Wotr,Calimondo,Coastline Mining,202 km,212 km,105 km/h,Real,2 612 $,3 300 $,0,851,2026-09-13,212
WAJOIK13,ATS,Wotr,Deepgrove,Page & Price Paper,4 058 km,4 999 km,121 km/h,Real,152 103 $,11 100 $,0,9269,2026-09-13,4999
Manueloso27,ATS,Wotr,Sea Horizon,Farmer's Barn,1 878 km,2 069 km,120 km/h,Real,8 485 $,0 $,3,4160,2026-09-13,2069
ELLUCHOMB,ATS,Wotr,Coastline Mining,Peterbilt,1 112 km,1 114 km,124 km/h,Real,14 965 $,0 $,1,2150,2026-09-13,1114
ELLUCHOMB,ATS,Wotr,Bitumen,HMS Machinery,1 093 km,1 095 km,123 km/h,Real,36 867 $,0 $,1,2083,2026-09-13,1095
WAJOIK13,ATS,Wotr,Enterpriser,SellGoods,2 666 km,2 659 km,109 km/h,Real,81 630 $,6 500 $,0,5001,2026-09-13,2659
Brayan Gamer,ATS,Wotr,Home Store,Venture,2 875 km,2 876 km,115 km/h,Real,39 984 $,0 $,0,5548,2026-09-13,2876
johan chiquiza,ATS,Wotr,Venture,Heartwood Furniture,3 608 km,3 646 km,121 km/h,Real,83 962 $,0 $,0,6994,2026-09-13,3646
ELLUCHOMB,ATS,Wotr,Drake Cars,Sunshine Crops,1 738 km,1 740 km,119 km/h,Real,26 562 $,0 $,1,3284,2026-09-13,1740
Brayan Gamer,ATS,Wotr,Venture,Heartwood Furniture,3 608 km,3 650 km,119 km/h,Real,83 962 $,0 $,0,6966,2026-09-13,3650
Manueloso27,ATS,Wotr,AI Automotive,SellGoods,2 366 km,2 879 km,127 km/h,Real,42 011 $,0 $,0,5486,2026-09-13,2879
Brayan Gamer,ATS,Wotr,Peterbilt,Western Star,3 542 km,3 535 km,114 km/h,Real,9 808 $,0 $,4,6565,2026-09-13,3535
johan chiquiza,ATS,Wotr,Peterbilt,Western Star,3 542 km,3 539 km,117 km/h,Real,11 717 $,0 $,0,6591,2026-09-13,3539
WAJOIK13,ATS,Wotr,Dr. Hammer,SellGoods,4 192 km,5 072 km,122 km/h,Real,57 492 $,20 100 $,0,9508,2026-09-14,5072
ZayCruz,ATS,Wotr,Ultimus,Oakland Shippers,3 475 km,3 485 km,100 km/h,Real,125 115 $,0 $,2,7666,2026-09-14,3485
WAJOIK13,ATS,Wotr,SellGoods,Enterpriser,3 549 km,3 542 km,116 km/h,Real,88 271 $,22 480 $,0,6717,2026-09-14,3542
Brayan Gamer,ATS,Estándar,US Beverages & Bottling,Rail Export,1 011 km,858 km,129 km/h,Real,5 235 197 $,0 $,0,1993,2026-09-14,858
johan chiquiza,ATS,Wotr,Haddock Shipyard,Farmer's Barn,3 421 km,4 015 km,124 km/h,Real,240 149 $,0 $,0,8501,2026-09-14,4015
ELLUCHOMB,ATS,Wotr,Shop Town,Coastline Mining,1 897 km,1 967 km,120 km/h,Real,6 117 $,0 $,1,3861,2026-09-14,1967
El puma (CT),ATS,Wotr,Shop Town,Coastline Mining,1 897 km,2 011 km,119 km/h,Real,6 421 $,0 $,0,3895,2026-09-14,2011
Brayan Gamer,ATS,Wotr,Shop Town,Coastline Mining,1 897 km,2 011 km,115 km/h,Real,6 421 $,0 $,0,3893,2026-09-14,2011
ZayCruz,ATS,Wotr,Shop Town,Coastline Mining,1 897 km,2 012 km,105 km/h,Real,6 421 $,0 $,0,3925,2026-09-14,2012
Old_picotto,ATS,Wotr,Taylor Construction Group,Plaster & Sons,2 036 km,2 036 km,109 km/h,Real,78 279 $,0 $,1,3875,2026-09-14,2036
andres guerra,ATS,Wotr,Shop Town,Coastline Mining,1 897 km,1 964 km,117 km/h,Real,6 421 $,0 $,0,4116,2026-09-14,1964
WAJOIK13,ATS,Wotr,Enterpriser,Enterpriser,2 537 km,2 534 km,115 km/h,Real,105 675 $,15 240 $,0,4726,2026-09-14,2534
Mr_Gerzon,ATS,Wotr,Avalanche Steel,Petrolucent,3 887 km,3 969 km,117 km/h,Real,117 454 $,0 $,0,7902,2026-09-14,3969
Guardian777,ATS,Wotr,Enterpriser,Shop Town,1 362 km,1 703 km,125 km/h,Real,61 257 $,0 $,0,3156,2026-09-14,1703
El puma (CT),ATS,Wotr,Apade,Starbridge,2 483 km,2 486 km,120 km/h,Real,74 344 $,0 $,0,4541,2026-09-14,2486
Brayan Gamer,ATS,Wotr,Apade,Starbridge,2 483 km,2 483 km,121 km/h,Real,74 344 $,0 $,0,4589,2026-09-14,2483
ZayCruz,ATS,Wotr,Apade,Starbridge,2 483 km,2 485 km,105 km/h,Real,74 344 $,0 $,0,4642,2026-09-14,2485
johan chiquiza,ATS,Wotr,Apade,Starbridge,2 483 km,2 476 km,130 km/h,Real,74 344 $,0 $,0,4944,2026-09-14,2476
JotaRomero1604,ATS,Wotr,Coastline Mining,Central Civil Works,2 039 km,2 117 km,121 km/h,Real,21 164 $,0 $,0,4388,2026-09-14,2117
Guardian777,ATS,Wotr,Shop Town,Rail Export,321 km,321 km,109 km/h,Real,7 139 $,0 $,3,819,2026-09-14,321
andres guerra,ATS,Wotr,Coastline Mining,NAMIQ,1 518 km,1 898 km,125 km/h,Real,18 843 $,0 $,19,5304,2026-09-14,1898
Brayan Gamer,ATS,Wotr,Deepgrove,Bushnell Farms,2 198 km,2 191 km,119 km/h,Real,94 863 $,0 $,0,4058,2026-09-14,2191
johan chiquiza,ATS,Wotr,Deepgrove,Bushnell Farms,2 198 km,2 193 km,124 km/h,Real,94 863 $,0 $,0,4085,2026-09-14,2193
Mr_Gerzon,ATS,Wotr,Vitas Power,Enterpriser,3 723 km,4 070 km,122 km/h,Real,38 767 $,0 $,4,8277,2026-09-14,4070
johan chiquiza,ATS,Wotr,Bushnell Farms,Waldens,1 053 km,1 052 km,118 km/h,Real,24 226 $,0 $,1,2007,2026-09-14,1052
ELLUCHOMB,ATS,Wotr,Bushnell Farms,Waldens,1 053 km,1 062 km,124 km/h,Real,24 802 $,0 $,1,2083,2026-09-14,1062
Brayan Gamer,ATS,Wotr,Bushnell Farms,Waldens,1 053 km,1 053 km,116 km/h,Real,24 414 $,0 $,1,2066,2026-09-14,1053
Brayan Gamer,ATS,Wotr,Bushnell Farms,Petrolucent,2 057 km,2 058 km,115 km/h,Real,63 481 $,0 $,1,4181,2026-09-14,2058
johan chiquiza,ATS,Wotr,Bushnell Farms,Petrolucent,2 057 km,2 059 km,118 km/h,Real,60 432 $,0 $,2,4306,2026-09-14,2059
WAJOIK13,ATS,Wotr,Enterpriser,Equos Power Transport,2 870 km,3 080 km,116 km/h,Real,52 700 $,12 960 $,0,5546,2026-09-14,3080
WAJOIK13,ATS,Wotr,Alis Cars,Lumen auto,2 864 km,3 265 km,119 km/h,Real,172 496 $,9 100 $,0,6144,2026-09-14,3265
El puma (CT),ATS,Wotr,Starbridge,42 Print,1 659 km,1 659 km,122 km/h,Real,30 491 $,0 $,0,3002,2026-09-14,1659
ReyMisterio,ATS,Wotr,Gallon Oil,HMS Machinery,2 541 km,2 607 km,121 km/h,Real,143 987 $,0 $,0,4864,2026-09-14,2607
